id,title,artist,idSpotify,preview,genre,energy,cover,bpm,date
2127,Antes De Verte,Rozalén,7btOWcAo8FLUCuhltFlz6v,https://p.scdn.co/mp3-preview/6839370fe917c5f2934e153e0ca288e225f64178?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,53.800000000000004,https://i.scdn.co/image/ab67616d0000b27377e7d4662c495166f68e04eb,131.977,2017-09-15
2128,I Loved You,Jefer Maquin,77TNpybVpbgZGZkDHLDnp3,https://p.scdn.co/mp3-preview/065fbec6c3c9993ed208321ccfa2c25ce96140c7?cid=dc103043f05746ba809bc490afdc3fe6,null,78.7,https://i.scdn.co/image/ab67616d0000b273bec743351855d5630fb6e7b2,128.002,2020-04-23
2129,Me Tiene Enamorado,RR,0al304IehZMPgYV3LrMBXx,https://p.scdn.co/mp3-preview/54a91fe5ed1b4eb55a03c13d90f45e444d145d18?cid=dc103043f05746ba809bc490afdc3fe6,jersey club,33.7,https://i.scdn.co/image/ab67616d0000b273cfe6c27067e40aa430d89489,99.993,2021-11-19
2130,Ex de Verdad (HA-ASH Primera Fila - Hecho Realidad [En Vivo]),HA-ASH,40lU8uy8xKKRAP9A1N3BqH,https://p.scdn.co/mp3-preview/a8830e442baaac004df318f6567e2961e1668b4c?cid=dc103043f05746ba809bc490afdc3fe6,latin arena pop,68.2,https://i.scdn.co/image/ab67616d0000b273996dd344d4aa79463b40bb8f,110.025,2014-11-11
2131,"Lose Yourself (From ""8 Mile"" Soundtrack)",Eminem,1v7L65Lzy0j0vdpRjJewt1,null,hip hop,73.5,https://i.scdn.co/image/ab67616d0000b273b6ef2ebd34efb08cb76f6eec,171.355,2004-01-01
2132,Siempre Brilla El Sol,Lori Meyers,62JASMwWszQSm2lZaKvaa1,null,cantautor,71.1,https://i.scdn.co/image/ab67616d0000b273a83b4700c500e70a742b7270,171.939,2017-02-17
2133,La Carretera,Prince Royce,2yvjjJrWzVzA2zg4VsoEmo,https://p.scdn.co/mp3-preview/baff96bda0f6b68f4d58d1f5019d0caa72408635?cid=dc103043f05746ba809bc490afdc3fe6,bachata,68.60000000000001,https://i.scdn.co/image/ab67616d0000b2736c1180ae683cc09d840a9163,122.005,2017-02-24
2134,Clocks,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,https://p.scdn.co/mp3-preview/77d0dd7e02ca1de794143b6034d86df6243328b9?cid=dc103043f05746ba809bc490afdc3fe6,pop,74.9,https://i.scdn.co/image/ab67616d0000b27390afd8e4ec6d787114ed6c40,130.97,2002-08-08
2135,Flores Pa Tu Pelo,DELLAFUENTE,1g7XVrQWDFn6xckZmQ8whB,https://p.scdn.co/mp3-preview/bdd83f91f9e5dd28388bc20c5aa6e1e6dbbfbab1?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,83.2,https://i.scdn.co/image/ab67616d0000b273caf0eba3f45a604528940553,186.194,2020-06-05
2137,Rechazame,Prince Royce,07p0kLnvfQQ2bLujHyzSGK,https://p.scdn.co/mp3-preview/684855bef5f27d7f8afb04e72fc0d1bd66292340?cid=dc103043f05746ba809bc490afdc3fe6,bachata,86.7,https://i.scdn.co/image/ab67616d0000b273a484690118ec2c7a2e2ae124,130.02,2010
2138,A quién le importa,Fangoria,7k57fMm1RhgUcetShwwLI4,https://p.scdn.co/mp3-preview/23a7025efebaf3dc4bd9ef8a736e9f842ab23508?cid=dc103043f05746ba809bc490afdc3fe6,latin arena pop,86.7,https://i.scdn.co/image/ab67616d0000b273417f16c066315c0719e010c9,132.083,2010-10-22
2139,La Respuesta,Becky G,2fOjendzUzepHwR9QrVyYF,https://p.scdn.co/mp3-preview/0dcf14faa7e109984438d1c87631af7221bdaaba?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,83.2,https://i.scdn.co/image/ab67616d0000b2739f9e25410e832aceed53ad6f,180.05,2019-04-19
2140,UN DIA (ONE DAY),J. Balvin,0EhpEsp4L0oRGM0vmeaN5e,null,reggaeton,69.3,https://i.scdn.co/image/ab67616d0000b273312bd86cc2db22fde885ee73,168.169,2020-07-24
2141,Al mar,Fito y Fitipaldis,37iUUEXzfIuENDocwZpVjX,https://p.scdn.co/mp3-preview/5b32c5436438049740798e08319c9619e92afae3?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,81.5,https://i.scdn.co/image/ab67616d0000b27333ba1755f26d2c7c233a59d7,143.953,2001-10-19
2142,Más Fuerte,Greeicy,6PLihys6LLwbCI9GRByWZ0,null,reggaeton,81.39999999999999,https://i.scdn.co/image/ab67616d0000b273dd556eb6f9478ba921f1cb7d,91.996,2019-05-17
2143,Firestone,Kygo,1I8tHoNBFTuoJAlh4hfVVE,https://p.scdn.co/mp3-preview/f91af8bcd21a11a1bf84d78d50db4a3ffafbb4a9?cid=dc103043f05746ba809bc490afdc3fe6,edm,63.4,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,113.927,2016-05-13
2144,Another Night (Radio Mix),Real McCoy,21jeSYnETogdAbpgI5c3db,https://p.scdn.co/mp3-preview/23e5867da2cfefc620d6f143d22eb9323608d87d?cid=dc103043f05746ba809bc490afdc3fe6,bubblegum dance,83.0,https://i.scdn.co/image/ab67616d0000b273b212e660aec81b60a425d4f1,125.979,2014-11-28
2145,Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,null,neo mellow,66.5,https://i.scdn.co/image/ab67616d0000b2737d6cd95a046a3c0dacbc7d33,172.004,2004-05-10
2146,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,https://p.scdn.co/mp3-preview/73e00a0a59c897b16d0fe30df43f7aeb2997079d?cid=dc103043f05746ba809bc490afdc3fe6,garage rock,53.2,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,85.03,2013-09-09
2147,Entre La Playa Ella Y Yo,Big Yamo feat. Vato 18k,4Ywz7r7g4MhHZITkrDEHtZ,https://p.scdn.co/mp3-preview/97e660dde61c1abfded7f0146823c350f65878e0?cid=dc103043f05746ba809bc490afdc3fe6,null,73.9,https://i.scdn.co/image/ab67616d0000b273c4d1c2824fabc39c135f1811,84.955,2013-10-28
2148,Sin Noticias De Holanda (2006 Remastered Version),Melendi,5tusuce6vJETlevXyuUQVn,https://p.scdn.co/mp3-preview/960ffb9670f025c389300f89aa4469c5b63d17c3?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,82.8,https://i.scdn.co/image/ab67616d0000b27352ce1370223e498d7da83dfe,98.859,2003
2149,What Lovers Do (feat. SZA),Maroon 5,0GxQ1A5L9xnMOytbP6eKBG,null,pop,59.699999999999996,https://i.scdn.co/image/ab67616d0000b273deae7d931928fc1543e70203,110.001,2018-06-15
2150,Vergüenza,Ska-P,4rYVVllAPad5joTsJNG1pp,https://p.scdn.co/mp3-preview/7dc9848b2d4a3905b648dce4bf8ffcdc7c9e18a8?cid=dc103043f05746ba809bc490afdc3fe6,ska,94.89999999999999,https://i.scdn.co/image/ab67616d0000b273edf45ee05c8797cf8610c89b,105.06,2013-02-26
2151,La Despedida,Daddy Yankee,33a2zTGZocgU9XVDDILHM3,https://p.scdn.co/mp3-preview/64a16ad837ee7855cac646babf4ef1cbf24ef570?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,99.4,https://i.scdn.co/image/ab67616d0000b273d55d06f510870ea67dccbb2e,122.049,2010-04-27
2152,Carnaval Toda La Vida (Remasterizado 2008),Los Fabulosos Cadillacs,1ymdiBKBQ1BH3lUClFVhOP,https://p.scdn.co/mp3-preview/2fd68a18d1e49bf9172a17e96a394fff8ddc3469?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,96.8,https://i.scdn.co/image/ab67616d0000b2736f41a299791d5833d41d78f2,108.713,1992-06-18
2153,Read My Mind,The Killers,7cX4PJz1old9fyFI8RlfgW,null,alternative rock,91.7,https://i.scdn.co/image/ab67616d0000b2734f87f14089217e3f70a5f39e,132.246,2006-09-27
2154,Tocado y hundido,Melendi,4lN533ecUjcnqTkdxaYoP2,https://p.scdn.co/mp3-preview/43426e907b7e2e764be8b77cb0a3e0bccd5a990f?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,91.9,https://i.scdn.co/image/ab67616d0000b273bebbbfeb614d51835b817beb,102.052,2014-11-25
2155,Destino o casualidad (feat. Ha*Ash),Melendi,656ri2z2pYJtcox0GGVqN6,https://p.scdn.co/mp3-preview/8962b66abc7277886ae2a2689c70f43748991646?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,81.2,https://i.scdn.co/image/ab67616d0000b273d981c3b152d414f9e736b1dd,154.059,2019-12-06
2156,Color de Rosa,Los Ganglios,0t3f6QMSkF7EUmBb4ISBVw,https://p.scdn.co/mp3-preview/5546d575aeccc80edd620c79f88edbf6c758ba96?cid=dc103043f05746ba809bc490afdc3fe6,indie extremena,91.60000000000001,https://i.scdn.co/image/ab67616d0000b27372255d6f3ba1a5a13dd55a8f,149.903,2012-03-30
2157,Let's Groove,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,https://p.scdn.co/mp3-preview/1b7b092d77b3ddd5f00726e8aa694cd13284c8bc?cid=dc103043f05746ba809bc490afdc3fe6,disco,64.8,https://i.scdn.co/image/ab67616d0000b273b30c8b93cef6fa26f8a7f17a,125.035,1981-11-14
2158,Sigo Extrañándote,J. Balvin,0k23rRi1B8ZHrKtzECGoyk,null,reggaeton,85.9,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4,93.016,2016-06-24
2159,Enganchados,El Último Ke Zierre,38oJ1UtySODaaURpjZ9TTR,https://p.scdn.co/mp3-preview/88fd549bef5d909f30beb4c7fd455a8fec5b61c4?cid=dc103043f05746ba809bc490afdc3fe6,punk urbano,83.0,https://i.scdn.co/image/ab67616d0000b273fd322aa01cdd03149eafcc0d,101.455,2007-04-16
2160,Bajo la Piel,Desakato,1AdiLD0Hobp1UAKjkFmKb8,https://p.scdn.co/mp3-preview/2c792baf81aafc57aa057999ed8e4894c3361db7?cid=dc103043f05746ba809bc490afdc3fe6,punk urbano,87.2,https://i.scdn.co/image/ab67616d0000b273a8ad781f6dc0dedbc7b66ac5,129.965,2010-03-10
2161,Alone,Marshmello,3MEYFivt6bilQ9q9mFWZ4g,https://p.scdn.co/mp3-preview/8e82d601936d36472ce5815ef701e05bace832d9?cid=dc103043f05746ba809bc490afdc3fe6,edm,95.3,https://i.scdn.co/image/ab67616d0000b273956043cfb058f0be93022267,141.99,2016-05-13
2162,Eres Mía,Romeo Santos,6I86RF3odBlcuZA9Vfjzeq,https://p.scdn.co/mp3-preview/9e40d6c171957cbf655f6253806ad69b0dfe3a1e?cid=dc103043f05746ba809bc490afdc3fe6,bachata,72.89999999999999,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,123.046,2014-02-25
2163,Firework,Katy Perry,1mXuMM6zjPgjL4asbBsgnt,null,dance pop,83.2,https://i.scdn.co/image/ab67616d0000b273f619042d5f6b2149a4f5e0ca,124.071,2010-08-24
2164,Carne para la Picadora,La Polla Records,3U6h9wbPXQMcoGXrEDCqbB,https://p.scdn.co/mp3-preview/1daf35ce5d99fa11198ffbf7b0e88f70d340e4ba?cid=dc103043f05746ba809bc490afdc3fe6,spanish punk,96.1,https://i.scdn.co/image/ab67616d0000b273aee79d28a6a3eb821f35f5f5,135.971,1996-11-15
2165,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,https://p.scdn.co/mp3-preview/75a1b521de23958a2db9acf4fc8151999ee54bd7?cid=dc103043f05746ba809bc490afdc3fe6,dance pop,70.0,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,116.073,2017-06-02
2166,Mi Debilidad,Maria Becerra,70LLyzO7jT6DsQvCwwHDch,https://p.scdn.co/mp3-preview/6949b8addc4d09cd132c13655de9cde8779c3c00?cid=dc103043f05746ba809bc490afdc3fe6,pop argentino,64.9,https://i.scdn.co/image/ab67616d0000b273e624bbbf7263f9accd47280b,94.02,2021-07-29
2167,Rompe Bajos,Guaracha Aleteo Vip,0hnLMKZxYOe5Yp3CWo76Xp,https://p.scdn.co/mp3-preview/a9f97b3e8376d83ad3c9d8cffd36b34af0b152fb?cid=dc103043f05746ba809bc490afdc3fe6,guaracha,73.6,https://i.scdn.co/image/ab67616d0000b273d90da3d5ad354faa02be6640,129.922,2020-11-11
2168,Nuestro Tiempo,Amaral,4BOSdVvfw3b5EAhIK5EIVX,https://p.scdn.co/mp3-preview/24be18094c9b3e0c560f4e80008ef8066c567696?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,84.5,https://i.scdn.co/image/ab67616d0000b273b554689422387cbbff426a0f,137.907,2019-09-06
2169,Siempre Seré (feat. Secreto El Famoso Biberón & Pacho El Antifeka),Farruko,3AbJqOEvApkTuFKl1cIzTK,https://p.scdn.co/mp3-preview/86b3cb53544cf4affe689dffb0d27e3128b59c4a?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,69.5,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,85.076,2021-10-01
2170,El Peor De Mis Fracasos,Marco Antonio Solís,2jLbIcrwZ0glayENGZ6m0g,null,grupera,67.30000000000001,https://i.scdn.co/image/ab67616d0000b273ecc9052e9acd4eb397eccfe0,94.104,2016-09-02
2171,Yo Perreo Sola,Bad Bunny,0SqqAgdovOE24BzxIClpjw,https://p.scdn.co/mp3-preview/3575ce15e6727094dc606c9d29e79f5830340172?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,75.8,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,97.014,2020-02-29
2172,Meet Me Halfway,The Black Eyed Peas,3F9ByoUqu31xU0I3G5xfVg,null,dance pop,62.9,https://i.scdn.co/image/ab67616d0000b2730bd44f5ff9ecc99f7770acc5,130.0,2009-01-01
2173,Las piedras rodantes,El Tri,1gd7Q7mxviLWkG5HgvAMAc,https://p.scdn.co/mp3-preview/a8734adf365720e7a9a6d626897eee8e4b30ee12?cid=dc103043f05746ba809bc490afdc3fe6,latin alternative,39.300000000000004,https://i.scdn.co/image/ab67616d0000b2734f05ec044e208292dc578d9e,98.226,1994-11-11
2174,Under Control (Extended Mix) (feat. Hurts),Calvin Harris,3IRopjEQzdRC8oP98yUikY,https://p.scdn.co/mp3-preview/8d2cc45165274b67ad1f196d113ba21a30dfb99f?cid=dc103043f05746ba809bc490afdc3fe6,edm,90.0,https://i.scdn.co/image/ab67616d0000b273601b0f17017b6766dd83532b,126.023,2013-12-08
2175,All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,https://p.scdn.co/mp3-preview/d20d6fc24fbf2eae191b3d943e1b640570acb466?cid=dc103043f05746ba809bc490afdc3fe6,dance pop,88.7,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,134.052,2015-01-09
2176,Malas intenciones,Héroes Del Silencio,40FYFRru7SwWt61q6OEUjK,https://p.scdn.co/mp3-preview/ce2fbb08cdd803c63541f3ce4598a0db72a9a990?cid=dc103043f05746ba809bc490afdc3fe6,rock en espanol,91.9,https://i.scdn.co/image/ab67616d0000b273ae81e451f5b5d7d701b0a9f5,111.208,1990-11-19
2177,Si No Le Contesto,Plan B.,3XaWuYsTtnkzCSBr0RmROc,https://p.scdn.co/mp3-preview/468ade1b0c8ec88e30976688fc918aaaea083696?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,74.7,https://i.scdn.co/image/ab67616d0000b27380b3341e1bae2887870b0160,95.003,2010
2178,A Esa Gran Velocidad,El Haragán y Compañía,5dXKQ5MzrOPjFwtJEJZYuu,https://p.scdn.co/mp3-preview/6466b1a3e53cca05c9ba4031ad2b19b7f4f798f6?cid=dc103043f05746ba809bc490afdc3fe6,rock en espanol,66.7,https://i.scdn.co/image/ab67616d0000b273ef643df471ed374f21736409,75.639,1992
2179,Love Is the Name,Sofia Carson,4enwRm8pMU2lOtbnx4hBEU,null,pop,77.60000000000001,https://i.scdn.co/image/ab67616d0000b273ce7c759df6649345584ad37e,94.009,2016-04-08
2180,Hilito,Romeo Santos,6CKlQHQIxhWtq7MnEJ6QCz,https://p.scdn.co/mp3-preview/07dc9d97624d2b6d845bc876aece735be7a30e91?cid=dc103043f05746ba809bc490afdc3fe6,bachata,72.6,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,117.012,2014-02-25
2181,P.I.M.P. (Snoop Dogg Remix) (feat. Snoop Dogg),50 Cent,3G0yz3DZn3lfraledmBCT0,null,hip hop,77.2,https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae,84.722,2003-02-06
2183,Eyes on Fire (Zeds Dead Remix),Blue Foundation,3Oiauiojgokw9vWQvFmEoI,https://p.scdn.co/mp3-preview/937fee480253276d7f5c31393f6cf06cf4161338?cid=dc103043f05746ba809bc490afdc3fe6,dream pop,72.6,https://i.scdn.co/image/ab67616d0000b2738697366ffb1e784b4ab7fe7d,144.965,2007
2184,Starboy (feat. Daft Punk),The Weeknd,1oLFiLnWvpwXZfsgV5S86j,https://p.scdn.co/mp3-preview/cf3f199e02c3bd90e81f4b7a8ae375b92205f01a?cid=dc103043f05746ba809bc490afdc3fe6,canadian contemporary r&b,76.0,https://i.scdn.co/image/ab67616d0000b27342d7226d2b74d302e4a9911e,116.009,2016-10-20
2186,Tuyo siempre (En directo 2005),Andres Calamaro,5cBdKHSiooNsZ3FIWlYdDh,https://p.scdn.co/mp3-preview/06f1d4b1edd379e7087f76511e655cc05720dd5e?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,71.39999999999999,https://i.scdn.co/image/ab67616d0000b2734a029551bb3c5031e59cb1fb,173.524,2005-11-07
2187,The Giver (Reprise),Duke Dumont,3hL4XmNfqWcqngSYaMgFR6,null,edm,92.80000000000001,https://i.scdn.co/image/ab67616d0000b27346f2edbaef878f2a782fdbb1,122.742,2015-05-22
2188,En Tu Cuerpo (Remix) (feat. Maria Becerra),Lyanno,3dEtfTtCXWW7N8WQ9FD29z,https://p.scdn.co/mp3-preview/8982e607988c06c5f820fe95fe8532ebfa9739ce?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,49.7,https://i.scdn.co/image/ab67616d0000b273903f1a327630a0be2a9856f0,156.013,2020-09-04
2189,Mierda De Ciudad,Kortatu,6lSJZiZqWU8Qt1fJVeFZEv,https://p.scdn.co/mp3-preview/cb137751cdd4e48d711401e15c85c036c5e512f2?cid=dc103043f05746ba809bc490afdc3fe6,euskal rock,64.4,https://i.scdn.co/image/62d6613ce469ee13b113c2324a5e5cc406c4ace4,154.978,1985-05-01
2190,Que Lloro,Sin Bandera,62clthR0fZmLbxeqxVJatQ,https://p.scdn.co/mp3-preview/c4febb962569f55bbccacd1535b1ca5f3ff1777d?cid=dc103043f05746ba809bc490afdc3fe6,latin,41.5,https://i.scdn.co/image/ab67616d0000b27365ad331cf7c3f45284ca8a39,139.948,2003-10-01
2191,La primavera trompetera,Los Delinqüentes,0CpOanyNd3l3X1Nqkyd6TB,https://p.scdn.co/mp3-preview/8043e4581e4be993a86bb84530d0280f2b004c06?cid=dc103043f05746ba809bc490afdc3fe6,carnaval cadiz,81.0,https://i.scdn.co/image/ab67616d0000b27300da20309aff30533c9ba835,114.077,2005-02-21
2192,Carretera,Recycled J,6iNJ8Zdt3Kb2E7JuvTj6B5,https://p.scdn.co/mp3-preview/08e44b3081ec1f63de05aff6456b128c2f5a02e6?cid=dc103043f05746ba809bc490afdc3fe6,urbano espanol,75.3,https://i.scdn.co/image/ab67616d0000b273a5360591a256b4e5191c724c,84.96,2016-12-01
2193,Volar,Macaco,2W7dvnZHuATpy9jKot6wS3,https://p.scdn.co/mp3-preview/cbf39f60d7c6b75a9f31312f340d6fa935e2bdca?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,54.6,https://i.scdn.co/image/ab67616d0000b2735d190f7e2f39922cf72934c3,100.939,2015-03-23
2194,Live Your Life,Rooftime,20Q9Fs3CtbsYdwVwq3xbsR,https://p.scdn.co/mp3-preview/568465f2f549b99005899543f3608d658ef148d0?cid=dc103043f05746ba809bc490afdc3fe6,brazilian edm,63.800000000000004,https://i.scdn.co/image/ab67616d0000b2737e5c3a456f901da55c4a4ac9,124.017,2019-09-13
2195,Ya No,Manuel Carrasco,4lWnNqKJmhxrgzidQmXB94,null,latin pop,78.2,https://i.scdn.co/image/ab67616d0000b2733b68e5ac1e039fc452097dd7,139.896,2015-10-30
2196,Amores Como el Nuestro,Jerry Rivera,1RpCXjlxFGS6LfPOvqSJ7M,https://p.scdn.co/mp3-preview/1344f7b681a9932f1cb60ee1691634df6be5c487?cid=dc103043f05746ba809bc490afdc3fe6,latin,62.0,https://i.scdn.co/image/ab67616d0000b2739c8d729f39d099f506830c40,179.505,1990
2197,Pump Up the Jam (Club Mix Edit),Bodybangers,3IpVtVVfpwJ7XRzxlWXN5s,https://p.scdn.co/mp3-preview/512940d4aeee7d96d5188bfff92f91e8a7d8b292?cid=dc103043f05746ba809bc490afdc3fe6,german dance,92.5,https://i.scdn.co/image/ab67616d0000b2733538876ee72551d4008841aa,127.985,2014-01-07
2198,Emocional,Dani Martin,2OsQUeMvXZmJeoA7tdN5T0,https://p.scdn.co/mp3-preview/ef137ae4856538c0d216488ad412ea1873faef17?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,82.1,https://i.scdn.co/image/ab67616d0000b27320a83b07c6ec4a24e0786051,150.619,2013-09-17
2199,Together,Marshmello,6kwH41LJ6hfxlGn2c4oh6Y,https://p.scdn.co/mp3-preview/7cfe981443237762d580d274fd302385a81611de?cid=dc103043f05746ba809bc490afdc3fe6,edm,70.3,https://i.scdn.co/image/ab67616d0000b2734b146ee90f8845b41ce2fc1d,142.019,2018-06-22
2200,Por Tu Olor (feat. Jorge Drexler),El Kanka,69gBnFLDtc2lub6xL0sfi9,https://p.scdn.co/mp3-preview/b098027fb374b0a598d05e284126e4225d52a923?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,49.9,https://i.scdn.co/image/ab67616d0000b273ddfa40149b609982b65d17b2,161.171,2018-02-23
2201,Maggie despierta (Maggie May),M-Clan,6pVmnP2zpWqmMTHiwUnpqq,https://p.scdn.co/mp3-preview/8e746528059af6f654081fc03909f46f12008e5d?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,84.7,https://i.scdn.co/image/ab67616d0000b27387eba30aba5c13ac3a259fc0,121.975,2001
2202,El Cielo Puede Esperar,Attaque 77,3MH2SNeWd8JcHo4N8o4R1I,https://p.scdn.co/mp3-preview/28bdcf1557606a00bc6308310ee6fa47e2a27a16?cid=dc103043f05746ba809bc490afdc3fe6,argentine punk,75.6,https://i.scdn.co/image/ab67616d0000b2738746ca1b3e123915ec5ed910,159.314,1990
2203,Titanium (feat. Sia),David Guetta,0TDLuuLlV54CkRRUOahJb4,https://p.scdn.co/mp3-preview/06392eaab5975806f18d8411f5b58f50b1899198?cid=dc103043f05746ba809bc490afdc3fe6,edm,78.7,https://i.scdn.co/image/ab67616d0000b2735c8cfe4b2c4aa89c9c92108e,126.062,2012-12-07
2204,Las Costuras del Alma,El Barrio,7GUOlN6JoEkkEdjsdrqQCK,null,flamenco urbano,44.1,https://i.scdn.co/image/ab67616d0000b273ab8901c3dfad6bad8a21e02d,155.969,2017-10-27
2205,Mentira,La Ley,5Em7MA991Gn3yhheaul0CX,https://p.scdn.co/mp3-preview/d862b6dc57cfa8df3cc2a84b24c51709819d8637?cid=dc103043f05746ba809bc490afdc3fe6,chilean rock,67.9,https://i.scdn.co/image/ab67616d0000b27359cc72552d7a7b58af7553f5,132.199,2001-09-04
2206,Descontrol,Daddy Yankee,42RRK0WSxwG117CEFHdGOY,https://p.scdn.co/mp3-preview/2c38ed4928d2f374f04dfcef5b04293d02969510?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,87.9,https://i.scdn.co/image/ab67616d0000b273d55d06f510870ea67dccbb2e,93.001,2010-04-27
2207,Otro Trago,Sech,4bTZeO72FwMa6wKOiqoynL,https://p.scdn.co/mp3-preview/0fa4dbb8b2547fd7f9b7e54dd42e37b78af1edd4?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,79.0,https://i.scdn.co/image/ab67616d0000b273b195123bcd742d6019ac9dc8,175.988,2019-07-26
2208,7 Years,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,https://p.scdn.co/mp3-preview/3261944a4e12e2c7bee9266b1b14558e71a97964?cid=dc103043f05746ba809bc490afdc3fe6,pop,47.3,https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b,119.992,2016-04-01
2209,No Dejes De Soñar,Manuel Carrasco,27jECMDccg0OmnJTHGjU3i,null,latin pop,51.1,https://i.scdn.co/image/ab67616d0000b2739e42d82e4f521fdbd23fa0ff,96.084,2013-01-01
2210,Zorra,Bad Gyal,0OP1RzrglC008kj79Httv3,null,trap latino,65.0,https://i.scdn.co/image/ab67616d0000b2738d319d1daef5e3ca0db0af6b,176.075,2019-12-12
2211,Pompeii,Bastille,4Ub8UsjWuewQrPhuepfVpd,null,modern rock,71.5,https://i.scdn.co/image/ab67616d0000b273faee7306ec2f36aeccc4bc98,127.435,2013-01-01
2212,Mil Horas,Los Abuelos De La Nada,6ySWtyMprBb1YX8WAAuFBs,null,argentine rock,36.199999999999996,https://i.scdn.co/image/ab67616d0000b273533d58b104b43d37efe53757,99.748,1999-01-01
2213,Saber Perder,Los Caligaris,32l5lCxrPvhwIXOOKL51ix,https://p.scdn.co/mp3-preview/9dff193f8bcf8d11f3e9c575423456dfe0f5b956?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,81.69999999999999,https://i.scdn.co/image/ab67616d0000b2730b467cb0ee046623f68bfb59,99.921,2021-03-19
2214,En la Ciudad de la Furia,Soda Stereo,2p4FOWHHd2A6TBmTkdt1G0,https://p.scdn.co/mp3-preview/4b2e6d885adb3130155d2ba18c9ed86c845a5384?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,51.9,https://i.scdn.co/image/ab67616d0000b2732a42a49159a49370978e8e85,170.562,1996-09-01
2215,666,Ángeles Del Infierno,1JR2xoOY6AwFd8aO6NIGrN,https://p.scdn.co/mp3-preview/632bac06dce0419b70f869d835ca8ba13195a906?cid=dc103043f05746ba809bc490afdc3fe6,latin metal,87.2,https://i.scdn.co/image/ab67616d0000b273193eb71255fc304cce9582a4,133.475,1989
2216,Mi Reina,Henry Mendez,5pl6anmN4tr564vO53AxBv,https://p.scdn.co/mp3-preview/14ffe710e871edd67221e847b41fbdc51a051de1?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,93.0,https://i.scdn.co/image/ab67616d0000b273798379397a70e5588e5e934b,127.932,2014-06-03
2217,Vete,Bad Bunny,5DxXgozhkPLgrbKFY91w0c,https://p.scdn.co/mp3-preview/2803e299f302d099cd11449e450d5bf21749fec5?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,67.2,https://i.scdn.co/image/ab67616d0000b273c016a0629154588021d76cd7,91.976,2019-11-21
2218,Love Tonight (Vintage Culture & Kiko Franco Remix),Shouse,53ICqRSyTfhrrvNwVSP6am,https://p.scdn.co/mp3-preview/746240fb546b4963145bd365ed2b66ada742f828?cid=dc103043f05746ba809bc490afdc3fe6,aussietronica,70.8,https://i.scdn.co/image/ab67616d0000b273be57a19f9e3e37235c94b25d,122.917,2021-03-26
2219,Ojalá me quieras libre,Marea,2fQKeRsQWnK0KOIlIRyjOo,https://p.scdn.co/mp3-preview/758130a32df5c74f4a60679715f597fbede9451d?cid=dc103043f05746ba809bc490afdc3fe6,null,93.30000000000001,https://i.scdn.co/image/ab67616d0000b2734b7e401c31bfdbebb087ddf6,93.426,2011-09-23
